Sample_ID,Huntingtons_Disease,IGF2BP3,YTHDC1,PPP1CC,YTHDF2,CEBPD,YTHDF3,FTO,CEBPB,YTHDC2,YTHDF1
GSM1424166,0,0.07334682,0.0008070500000000001,-0.05141022,-0.03458042,-0.4640989,0.03848034,0.0338204,-0.181552,0.01510575,-0.1240685
GSM1424167,0,-0.04748528,0.00021835000000000084,-0.03538728,-0.03220198,0.1634075,-0.095699165,0.03241456,0.2096762,-0.1338929,0.1208496
GSM1424168,0,0.03531089,-0.067386315,-0.05603157,0.08853158,-0.5505764,0.010919434999999998,0.09743593,-0.1574717,0.04400206,-0.09587765
GSM1424169,0,0.03685356,0.065018545,-0.021079,-0.02098972,-0.555981,0.025742697850000003,0.05530229,-0.2018112,-0.07962626,-0.05878037
GSM1424170,0,-0.008422152,-0.04571997999999999,-0.1280615,-0.08984022,0.2476103,-0.01906748,0.0169839,0.09141019,-0.05671679,-0.09463125
GSM1424171,0,0.1039368,-0.04704692,-0.03785463,0.02776677,-0.4914027,-0.006043636500000001,0.02815828,-0.2257438,0.03500105,-0.1199334
GSM1424172,0,-0.03578563,0.064105145,-0.06306972,-0.120827,-0.0516699,0.038949499,0.01398051,-0.04333587,-0.05915206,-0.07972972
GSM1424173,0,-0.03079144,0.048682693,-0.09107,-0.09711868,0.1093895,-0.0154489526,0.03008118,0.1005548,-0.04169462,0.03386106
GSM1424174,0,-0.01052229,-0.013003239,-0.08750992,0.02580374,-0.3786479,0.0061746234999999995,0.1221599,-0.08936519,-0.008475563,-0.03957253
GSM1424175,0,0.05786633,-0.014343723,-0.05848794,-0.002765356,0.06890418,0.029192500000000003,0.06986,0.07644395,0.02860454,-0.02328088
GSM1424176,0,0.01230847,-0.032462595,-0.06590156,0.005362205,-0.5197769,0.0028212200000000028,0.09271451,-0.1893674,0.07140103,-0.1340416
GSM1424177,0,0.08368525,-0.099214295,-0.1369389,0.01158831,-0.3793879,-0.061752925,0.09104699,-0.1547251,0.006539865,-0.1151144
GSM1424178,0,0.03532935,-0.07808166999999999,-0.09645425,-0.0168505,-0.4788613,-0.049399125,0.1022813,-0.1880335,-0.02642752,-0.05238584
GSM1424179,0,0.01228424,-0.042648185,-0.02213141,0.0391144,-0.3120011,-0.0030865799999999985,0.05142078,-0.2315496,0.01375895,-0.142324
GSM1424180,0,0.004362362,0.0056579950000000025,0.007223866,0.05690685,-0.2867799,-0.006464504999999999,0.04121723,-0.1982887,0.02655547,-0.1430673
GSM1424181,0,0.03702842,0.024709389999999998,-0.01794108,0.04615628,-0.3956348,0.058564455,-0.04530548,-0.1628052,0.0694831,-0.07573332
GSM1424182,0,-0.0001883091,0.017278815,-0.07343604,0.02005204,-0.1869963,0.027814795,0.0448075,-0.1250714,0.0104936,-0.07149158
GSM1424183,0,0.04720961,-0.014995878,-0.0566453,0.0574057,-0.5517086,0.020225575000000003,0.05294741,-0.2492739,0.008927083,-0.1212023
GSM1424184,0,0.02344267,0.030144304999999996,0.01509884,0.0260484,-0.5756378,0.0486660945,0.01792033,-0.1799891,0.03450118,-0.1006027
GSM1424185,0,0.01541226,0.005092735000000001,-0.04495827,-0.001338446,0.1334627,-0.00035894500000000114,0.02932076,0.0733429,-0.04304133,-0.02430818
GSM1424186,0,0.04800219,-0.033842338,-0.06053296,0.04098174,-0.5474923,0.0064593065,0.04999668,-0.1803606,0.07903018,-0.1451844
GSM1424187,0,0.01017756,0.03194823000000001,-0.01444746,0.02189571,-0.5990664,0.008702175000000001,0.03937525,-0.2048111,0.07212354,-0.114349
