Sample_ID,Huntingtons_Disease,PPP1CC,IGF2BP3,CEBPD,YTHDC2,FTO,YTHDC1,CEBPB,YTHDF2,METTL16,YTHDF1,YTHDF3
GSM86802,0,315.5843112,16.435869932333333,112.19302213,55.230289842,823.9913075,101.1690106796,267.4670779,241.54771925,141.65544043,206.8023807,192.1268168
GSM86803,0,313.9009298,6.709755314666666,522.09497165,42.077398847666664,762.3572437,101.9497451496,725.6710241,295.21893175,129.84043127266665,207.9767541,168.5710908
GSM86804,1,398.9517994,6.8757566216666675,739.323662595,51.004189815,440.4256889,143.75488642520003,678.6075068,239.20344244999998,181.98329829333332,250.4611153,128.1915048
GSM86805,1,381.7791544,18.421144616666666,165.09245631,50.15939695,583.3720669,156.0546947444,360.919026,224.66043525,184.77730262499998,205.289718,138.1035754
GSM86806,1,384.2621784,13.400095004666667,698.002060275,48.541099253999995,503.6782398,188.63101425520003,1037.194303,272.20836815,175.6919613483333,296.2206209,148.4251837
GSM86807,1,431.5552859,7.980395053,775.32003606,75.90713003333333,430.4891602,166.3265101532,827.5643053,302.2193681,149.26838840333332,361.0027762,156.9312067
GSM86808,0,436.6883153,6.775558127333333,555.344766395,41.913620763333334,461.1665757,129.6284129878,483.4523207,255.0515926,133.00160531333333,235.5896594,156.2098612
GSM86809,1,411.6220194,7.0961813760000005,1339.6159831,39.827336196666664,463.7139889,158.9955749662,1048.058496,359.8941309,226.62077444333332,356.946473,181.7849251
GSM86810,1,357.3570962,6.145878661333334,784.0841474050001,45.96539055899999,435.1269528,146.5571091932,989.0986062,281.5207804,119.93474323700002,266.4225736,113.4449303
GSM86811,1,423.9034674,5.738464343333334,954.981043055,48.894526246666665,408.3174047,125.33714672880001,684.9315848,194.30639424999998,215.82209867666666,261.5613013,144.0865624
GSM86812,0,386.8798331,5.771523712666666,309.33748957,41.16522168633333,542.9330054,126.9847085438,436.883283,339.5952671,136.82879294966665,196.7077905,207.2592369
GSM86813,1,261.4958463,11.542226068,225.387427767,46.678434896666666,598.7470897,113.4064433586,233.1787786,266.21849765,147.41990919,197.8612108,162.4142639
GSM86814,0,351.1945547,10.561349258666665,556.468073135,44.10354993000001,560.6194746,134.6896487262,367.5223343,237.76139490000003,140.89166735700002,159.9263671,135.6188094
GSM86815,1,439.6199739,8.240773999,272.30459652999997,51.77198302666667,443.7112353,133.489630712,356.6264004,267.8729102,166.18018170666667,267.7244925,175.2914974
GSM86816,0,337.2167565,8.486875156,122.1284739,55.15585428666666,704.2738353,149.316508273,221.6379106,301.1610377,195.09342345666667,235.2531698,145.3159671
GSM86817,0,339.4067262,11.226962263333334,173.20074836,49.56227520266666,615.3146557,134.11726015320002,225.2714511,213.73547055,143.72115871333332,246.5026886,153.9506797
GSM86818,0,367.3891036,4.331218386333334,67.36099616199999,56.64828247466667,600.9532607,153.884107878,210.9175209,255.85501785,136.39789047333332,269.7257565,177.8455529
GSM86819,0,367.3081282,7.8049369749999995,243.97314299500002,53.49584476333334,579.7877097,149.3009635076,431.876401,247.38305185,182.88722026666667,279.7917913,128.8897767
GSM86820,0,423.9056339,4.935238364666667,73.65199776,58.049943969999994,625.3271472,147.90763577720003,191.0053928,298.1485673,137.94280112,254.9549813,146.0255186
GSM86821,0,414.0190627,7.877609090666667,128.57146758,51.80394523200001,526.8591258,141.7314261248,232.8571264,237.12409925,147.85275005333332,228.181722,136.961196
GSM86822,0,323.2255229,9.417081060666666,75.99293947449999,57.733278170000006,640.4108094,155.4396250174,260.1385344,257.86468755,152.77761046333333,262.8624258,124.4464935
GSM86823,0,346.6533063,11.134725535333333,82.720575315,51.39289189000001,510.3183614,151.0989174394,189.3788918,265.92071384999997,159.51393782333332,250.56138,133.3351953
GSM86824,0,378.7513032,12.309775841666665,84.82203007150001,55.41191358333333,611.1546431,134.9805825988,286.0968756,266.564,184.24340064,259.9769259,132.786766
GSM86825,0,357.5056733,5.109987997666667,369.03198291,60.31458663000001,597.7596923,152.35822912700002,358.1896515,302.5041684,185.68649284666665,291.9215587,186.8980037
GSM86826,0,369.4767205,10.162740130333333,53.844438686000004,52.52194222,659.5773414,119.26422627740001,218.322307,250.83238805000002,176.92251412666667,225.3138844,155.867112
GSM86827,0,427.3288311,7.255243358,58.399687713999995,49.80127997333333,662.8916384,140.64220570839996,211.0052927,294.5738544,149.39547367666668,205.3769304,163.5514163
GSM86828,0,269.5262805,4.489813026333334,332.7814956,69.16850511,636.3507591,127.80451862059999,447.9508608,402.97490085,174.85500768666665,477.8120312,149.6934071
GSM86829,0,431.7359915,7.491554582333333,176.663493115,53.25367247766667,621.4028394,178.25750923259997,208.2817505,390.24589045,144.06773386666666,191.7589073,183.8073154
GSM86830,0,254.1014486,7.273344492,431.17623194000004,66.70383846466667,404.6275248,125.8013893284,568.3625802,242.5383329,184.15130721333333,337.7419268,127.723418
GSM86831,0,291.9014614,12.027317545,156.21952271,51.513248870000005,524.5901084,113.86046805359999,281.2561554,263.53259475000004,202.16972322,272.3009478,166.0644579
GSM86832,0,322.909583,7.798954368333334,72.672221405,40.35832691733333,557.6891401,97.9080045744,228.9254413,226.11732569999998,179.70210349333334,257.9945117,142.9585777
GSM86833,0,362.8282014,10.152081121666667,499.32429987,52.97385097233333,575.1854779,146.5868815262,590.6393681,233.79876895,152.01863293333335,337.4099364,159.7621882
GSM86834,1,397.5798807,8.944510775666666,1159.2006763050001,52.75137569533334,364.6923022,163.5131914806,1041.886677,299.83603415,239.78520408666668,538.3934152,151.5848931
GSM86835,1,369.4026281,9.116480707,265.127112445,58.5199364,541.7370778,159.8178870438,329.9159564,318.746432,160.98787971333334,262.2394326,178.3058352
GSM86836,1,372.0052836,8.340466714333333,391.82771267000004,78.10736953,487.4325895,158.369030506,592.1163403,290.46902275,154.89673063333336,288.3264048,146.3294649
GSM86837,1,425.1549506,6.824774964333334,160.129079295,67.17003816666666,382.1563057,198.089901675,295.5588094,218.41113385,208.5562778466667,270.4377396,200.7650644
GSM86838,1,412.9596597,4.851918235333334,343.91992400000004,44.59352587666667,374.6719785,154.74299262460002,589.3114361,263.0270486,230.25318023,281.2102045,126.8293508
GSM86839,1,326.3775632,5.126143389666667,218.84163718,42.29516874666667,515.1984914,149.8010868136,296.3774814,249.76134639999998,161.26351979666666,262.9682006,200.7627786
GSM86840,1,331.2832354,13.857755789,120.14835686500001,46.601410990666665,422.1926237,179.16790013320002,254.1091416,316.9359571,190.44019584666668,244.2279584,144.8356222
GSM86841,1,346.6481194,9.451015337,500.420078895,57.301791611666665,389.5976562,166.94260956739998,568.182379,220.23322745,224.69104396999998,561.725111,154.5375991
GSM86842,1,465.0300611,10.736323245666668,423.743170675,59.712923436666664,353.8395787,124.7325607368,410.0352494,319.87730425,219.05311773666668,269.4967993,195.7001095
GSM86843,1,340.2611948,2.9472654310000004,367.278125605,47.18510379333333,572.9762749,168.5053789488,456.5182245,280.11376659999996,195.99055696000002,320.2832699,130.955358
GSM86844,1,451.8910792,12.411374447,181.44409414,50.506579953333336,465.7523615,203.2832976414,344.8703538,199.84501977,214.63322999000002,249.1322366,174.3959333
GSM86845,1,357.4585126,6.979905197666667,48.798408095,48.78805089333334,481.4672131,145.47138338780002,156.1528366,303.36842895,149.883419853,282.3949793,141.4077268
GSM86846,1,430.8671628,10.481239894333333,386.48465018999997,48.89625541766666,316.3644045,172.87295286139997,513.4522101,221.87978355,189.10606452333334,300.7124163,171.9404448
GSM86847,1,490.7986138,12.862218881666669,659.645058245,56.57933020866667,343.3898223,197.34283480999997,716.3329103,274.0535817,230.193268,327.565967,208.4627863
GSM86848,1,316.2793754,3.541160407333333,321.932362755,46.479521592666664,461.1518107,171.1731087878,448.4991206,376.4671295,165.11080308333337,297.6872544,185.0626947
GSM86849,1,335.0440244,4.853820128,137.245786065,54.34640794333333,309.736836,158.45635022,266.6468492,320.16803930000003,250.0314903433333,317.7537905,153.451697
GSM86850,1,354.4969537,7.383644562000001,108.02749780100001,53.33080825966667,517.258222,183.94816488,181.8175264,273.47108495,181.36215395,235.9800264,197.9718584
GSM86851,1,392.106385,9.655173197,600.60055069,34.360990222,535.4970858,198.83272176780002,381.7097623,205.51552535000002,190.33417085666667,247.545239,126.3223039
GSM86852,1,398.2811913,12.803547113999999,71.059650576,42.67378225666667,478.8049451,176.70734914759998,164.8280811,291.55897749999997,173.05640924566669,271.3153409,145.5723022
GSM86853,1,350.9790572,6.541931965333333,637.07062655,51.057684146666666,470.6613645,187.4479129132,655.8048263,357.15394795,186.90565935233334,380.5704894,183.0926533
GSM86854,1,395.5932584,15.021260034333332,414.43195678,41.36921095333333,202.2242456,235.59642440020002,403.4407031,163.818004425,265.58623365666665,252.8186674,198.9353229
GSM86855,1,466.8663335,9.597712198,572.1352879250001,46.57270928333333,556.9921464,160.55355154519998,882.7963327,216.45164875,154.21512657000002,286.7845592,154.7692894
GSM86856,1,379.379764,4.604340064666666,65.446604952,56.028064273333335,601.1010027,153.9888960898,197.5474344,258.0619623,174.56670820333332,228.8959594,167.7910495
GSM86857,1,326.0220272,9.064639957333332,469.263621645,77.13362009333333,632.1215362,94.97739036700001,449.0369208,380.40004534999997,156.32669455666667,267.1601081,121.3679096
GSM86858,1,399.717622,7.421554130666667,214.754994645,53.54207615433334,443.227591,141.523710965,387.6711914,286.66437975,128.60850371666666,232.8730598,164.3484003
GSM86859,0,247.5439091,14.299681403333333,295.90732666,48.561722646666674,494.093631,108.79841107240001,381.604087,234.27095609999998,144.38041507333335,209.8471614,137.4615087
GSM86860,1,278.4699426,10.975085879333335,125.12499689500001,62.89761867000001,478.1757448,89.5350978646,246.0215155,306.0762743,126.88612602333332,202.8572781,178.0344709
GSM86861,0,324.0143487,2.9040697816666667,132.68601753,59.18154855,382.2363407,131.9622558838,318.8772964,299.19066775,121.95347158,242.8503043,194.1371819
GSM86862,1,284.1833009,8.955724339,90.21386073549999,69.44570533666668,544.8922033,70.8091888658,198.944229,283.3784412,104.60789059000001,228.8079547,124.8201402
GSM86863,0,315.8848779,7.635301866666666,136.9915129885,62.640269036666666,532.395993,119.4877786516,259.4493017,308.97099485,152.63900316333334,235.333878,156.2948636
GSM86864,1,366.0947805,7.227222477000001,130.847409065,78.28717026666668,438.5532846,128.8536893826,289.8438313,355.1708271,143.70672621666668,229.5520955,152.6025453
GSM86865,1,269.9501249,6.578631872333333,69.70080217900001,80.06652437,486.4652012,99.335161623,276.411217,267.8375525,112.31807292666667,255.654827,164.221218
GSM86866,1,326.6328566,8.690911823,234.49946773,66.38784403733334,418.3903332,109.247726078,218.5412377,288.6203627,112.55168291333332,209.4901939,220.9229045
GSM86867,0,353.1915095,6.0865844813333325,291.03012680999996,80.11317062,396.9324441,104.40786013120001,407.2491556,350.0672289,111.25383849,233.0857758,145.1233196
GSM86868,0,352.2869916,8.589097682,299.96677947,51.79137863933334,476.5148417,104.75873157779999,451.006373,360.71496890000003,76.2441677,209.060787,159.5627569
GSM86869,0,236.3450492,6.952890699,192.545060925,59.09301802666667,396.1005412,129.3819524356,432.0969253,347.15508595,104.83978513666666,256.0785963,153.8529035
GSM86870,0,319.6561394,4.727429852666667,82.07139791,54.98623742666666,511.305564,130.66874164179998,229.6152516,297.12749385,123.92290500000001,215.2053009,170.4701592
GSM86871,1,310.1804387,10.199002139,595.159980025,60.9615193,377.3939838,110.2283351578,579.7599847,232.91254005,131.52546149666668,312.0954891,166.8125579
GSM86872,0,313.3484003,2.778548708666667,80.79101054450001,63.37243129733334,520.7813888,90.69405777440001,234.1465822,368.39688785000004,118.10941419666665,224.4658286,163.2616756
GSM86873,0,359.8166959,4.109778818333333,199.556995545,77.47737604999999,431.6173976,104.01237893759999,515.2219473,353.05982550000004,98.31489204999998,207.936725,120.4504319
GSM86874,1,389.978683,10.091807050333335,502.64284356999997,65.85800383,549.6735188,114.35824082020001,512.8943567,303.2630651,116.9010184,254.9382219,159.3789938
GSM86875,1,306.7101124,3.3317680160000003,94.5198015625,65.58271368666668,453.8579997,135.9585508942,280.8222183,349.51712525,129.06692599333334,231.5141337,147.7890964
GSM86876,1,267.7481889,7.382948567333333,203.576607335,44.22291388366667,623.2133937,138.78307720840002,447.1582607,293.95875035,91.208714737,251.1027959,123.1901114
GSM86877,0,335.8831943,5.735832918333333,260.40822651499997,54.94579013333333,448.3740224,155.3357379496,355.1267574,389.9273546,110.78625625333332,247.7787781,178.4730343
GSM86878,0,290.9470022,5.554488768666666,251.54351456,58.929470034,479.2838661,110.85030453899999,280.31847,289.81822155,140.85727303333334,222.5794164,187.4525656
GSM86879,1,267.9230963,7.461233434666667,271.223946365,49.393588679333334,491.7098072,121.11845309560002,398.4494917,460.72444974999996,136.175815595,211.3518148,162.2789177
GSM86880,1,330.4796314,9.274433386,448.596143675,67.84533849666667,539.6083237,122.72519357620001,501.3128914,367.14366065,121.897293,234.0685136,151.3705044
GSM86881,0,299.8383523,5.371716564,362.840315085,49.83582015366667,482.0863231,102.98810621679999,327.3630199,245.71863535,126.27299103566666,194.1439224,191.9568503
GSM86882,1,306.7963593,4.231281875,111.728285512,66.09881051333333,553.7324033,114.9283939356,256.4671223,329.5911771,104.41716446999999,216.7306575,185.9367433
GSM86883,1,330.4871535,4.964255544666666,418.637700195,50.81739721333333,381.8917394,142.66452576199998,652.963566,315.93481385,118.58804296666669,359.1239894,205.6566739
GSM86884,1,438.4378316,3.9416370056666667,140.65293108499998,84.25606673,391.1123388,117.86934310499998,368.3501752,293.11758484999996,119.87833260333333,186.9010539,188.408447
GSM86885,1,288.5606481,5.298303040666667,439.169755535,66.55732124666667,400.0817721,127.5572194354,517.9509004,377.6390027,121.19673623999999,286.8132764,107.1506059
GSM86886,1,193.4837111,5.269609486333334,145.13317283499998,57.19153632333333,508.6582944,110.57936489720001,216.3776354,374.9135882,95.72118055666665,241.3931198,128.7221329
GSM86887,0,329.5065348,7.447838381,77.388268545,54.57920335466667,598.1700077,110.983190132,235.4009089,304.37097385000004,126.11280908766666,215.7887766,157.2769014
GSM86888,0,319.4578473,4.705290724666667,98.4480970295,71.07064912333334,426.7255107,110.65177130219999,185.720277,310.63953955,155.66431570999998,255.2441394,208.9728672
GSM86889,0,318.6145028,4.297794383333334,45.2870119645,57.864999767,519.9622799,100.2824341268,122.5063089,326.20748764999996,137.46741473666665,251.5301379,155.5707686
GSM86890,0,314.3231613,3.7779168540000003,91.9714345,71.98986616,405.9716797,130.346280781,247.4511939,337.0363004,131.56674808333332,240.0027928,181.7210559
GSM86891,0,320.8600007,4.753646046666667,67.62183970400001,60.74956648,530.0656451,117.56803323879998,228.2395122,357.21737405,132.22035642,229.7269939,151.4220501
GSM86892,0,235.218498,4.579595533,94.34080639849999,56.72396453333334,535.0553287,112.85988117779998,233.5707914,351.93547335,132.54266919666668,224.3628812,129.1909432
GSM86893,0,311.7912796,4.469208372,75.34749476100001,73.64078162666667,505.3617097,87.0901647044,218.4873542,368.1095801,131.64981931,242.1368181,165.1924186
GSM86894,0,312.7270944,7.860989545,34.461173796999994,59.47602734666666,477.2226891,108.83698998560001,163.1606994,322.40596225,138.59665683666665,186.6524454,158.6406864
GSM86895,0,408.7302512,5.087869985,91.1160010745,47.96319584,487.4265228,95.09642653840001,245.1247352,318.08686335,136.02905825666667,197.6021281,131.6423489
GSM86896,0,285.3931473,10.397729115666666,173.17617712499998,68.39083530433334,545.8006025,125.61295490660002,230.3309425,314.64299415,174.25343646666667,204.0488089,143.3033296
GSM86897,0,310.8799535,3.8178734576666664,101.0886467775,56.79083051,610.2055386,98.2507028532,229.7397235,363.39537475,154.17920954000002,235.4319854,144.9848197
GSM86898,0,322.6004452,6.652652651333334,30.132025892999998,80.92383367666666,434.5758741,124.09970026300002,170.7474086,295.77196035,119.97466923,206.9788709,173.7742967
GSM86899,0,319.5000321,8.898978098333332,429.45376638,72.23053107999999,550.8832394,94.3519922162,411.7867727,398.8884293,159.20484896666667,475.6934561,167.7551407
GSM86900,0,273.8180412,6.6892540223333325,74.9007397295,57.317587458,721.4580719,112.83718159399999,223.2609316,308.82086005,115.34060775966667,194.0212164,175.2377957
GSM86901,0,311.6493387,7.094455165333334,159.8867686225,57.05654374666667,553.0802526,84.121484163,246.6895707,346.98227235,142.47309862333333,238.3259414,154.9276443
GSM86902,0,271.3318008,7.695688781333334,48.05829073,71.19344634,550.7623042,127.53220105280002,205.9800924,352.92256355,118.67457979666666,240.1983158,146.1463453
GSM86903,0,347.3041376,4.675071721999999,371.764020405,46.16894427333333,543.6965485,131.95426890440004,622.4379737,328.97910235,155.08262757333333,489.7156099,163.3501679
GSM86904,1,281.9742429,9.910371428333333,138.086906195,53.062669344666666,565.8584613,121.95881319420002,229.2873512,350.31633855,170.49649246666667,213.6312059,165.6549162
GSM86905,1,311.2226288,4.388421944666667,488.24451937500004,62.2702146,627.2150487,111.23312880200001,420.2089758,354.27859924999996,148.12945877,166.8990518,119.823831
GSM86906,1,416.9267087,7.950687420000001,205.344644975,51.47355533,461.4063487,118.27239755820001,310.732577,308.8473083,139.64985873033334,277.9723025,155.0817342
GSM86907,1,284.4302617,5.798224507333333,519.887630235,56.20774251133334,507.213962,124.86094706600002,522.6349724,312.69225925,162.85453585333332,300.5053999,254.2278134
GSM86908,1,319.5601304,4.859591523000001,212.4935479,57.51627342333333,616.1385584,116.15665802380002,268.3146064,366.90639415,164.24902232,227.3130687,176.3398934
GSM86909,1,288.433678,10.721622622666667,86.499289809,80.27949181666666,586.2410407,115.9906109858,170.7491442,324.33931225000003,163.59637352,256.732108,162.8669782
GSM86910,1,410.0762893,6.8862119459999995,162.40933117,49.875695258,319.9082967,104.47369829860001,351.129506,304.6600016,123.66263558000001,273.518553,193.9034549
GSM86911,1,394.4845708,7.019005462,321.47360414,55.69242955633333,553.7517146,122.70422781379997,396.0860825,440.38319090000005,164.29831048333332,224.2255852,181.5890486
GSM86912,1,322.874924,8.41401089,192.300490045,51.85711816666666,427.0764446,125.39946792380002,252.5516804,338.49969469999996,132.70266328666668,345.6069151,185.2189442
GSM86913,1,377.1911635,18.186009043333332,150.414516335,53.474518178000004,510.7697307,115.38976711500001,239.9930352,495.5077331,140.35337994666665,232.5822002,184.7787585
GSM86914,1,281.8244452,3.3816907426666667,53.082881703,47.12080133333333,544.183937,84.64137860780001,164.177229,317.83112789999996,193.64633939,193.5497002,200.5912409
GSM86915,1,449.6517571,4.651424823,302.078146365,54.69630891666667,440.4946116,128.492315935,496.4725691,395.21219665,133.58747660999998,291.6755199,216.7062802
GSM86916,1,319.2364448,5.956811590333333,182.69497636100002,55.20357203333333,486.4089849,102.4197066706,380.6174507,377.8920823,146.51036053333334,238.4635304,147.1272354
GSM86917,1,306.98998,6.784937613,104.145753765,51.932189310000005,347.1692915,136.21946857979998,391.9841079,437.84350315,123.60956160866668,309.1175579,166.1727553
GSM86918,1,265.1879346,8.413432087666667,62.904807179,85.52324848666666,465.6133602,116.37728485419998,190.4465452,497.191943,143.7074699833333,301.7254508,226.749942
GSM86919,1,387.2961351,10.288158250666667,65.435906852,57.88323792333333,457.1212247,133.7191447226,239.9543305,296.0088293,110.40938368666666,211.6340667,156.7439053
GSM86920,1,326.8071606,5.714830555,369.004616354,51.512115083999994,478.6483894,129.400777714,380.4256714,388.29520279999997,136.78342501666665,269.2049768,187.4210675
GSM86921,1,383.9431978,6.615939202333333,87.903315608,73.32857392566667,524.4749375,85.64999757780001,252.7039895,320.0121856,160.44262324,253.1486023,173.2064674
GSM86922,1,501.9631715,2.861784035,69.351700725,95.10925327666666,296.8904685,181.4411800748,104.2657299,367.6732137,138.31459535666667,363.8650459,118.1553759
GSM86923,0,473.1456715,6.013765135666667,187.19673363500002,74.875262017,364.070231,240.820212776,234.6596924,290.2173687,117.38598116333334,350.5675841,168.6285256
GSM86924,1,443.8834069,5.655647945000001,295.77638017,60.881978791333324,348.0291253,188.72051498919998,264.3427808,255.12724910000003,144.60689223,343.536012,156.2151986
GSM86925,1,433.5834722,4.807677753999999,70.424140505,98.49269191,264.8433983,218.9096496182,61.09686288,281.72951005,190.21711499333333,444.9004072,139.5220715
GSM86926,1,513.942933,6.476879051333333,71.009080547,75.06196239333333,383.1297296,202.68415697439997,72.05989851,278.98226395,120.46730299000001,347.444508,185.2124804
GSM86927,1,533.6495362,14.197868211666666,37.17361607,101.66784393333334,314.8456404,204.7778381874,73.2852986,290.776509,131.11512971,292.9918905,165.0581457
GSM86928,1,384.2372017,15.000228829333333,57.80733242,78.092194837,282.4214593,214.91079003960004,114.9746868,286.78454135000004,83.52466261,326.9097309,141.4378788
GSM86929,0,574.453006,7.655940948333332,92.725224025,110.64418593,337.3649558,186.011378214,121.233839,297.06980205,97.85012579333333,333.9183304,156.9983754
GSM86930,0,441.3410867,6.927725017,61.974177105,93.17999809999999,349.4039811,206.6527234738,56.54872411,310.31397885,131.44724151333332,351.3549029,186.8566051
GSM86931,0,413.4111979,12.630842602666668,60.752115755,109.95056769333333,381.1164605,234.52348324240006,77.71654867,313.58952009999996,102.44079467666667,404.5446528,204.1382292
GSM86932,1,432.7844484,10.375330847666666,28.610280644,103.15993766999999,296.7689398,196.8296981212,29.83786291,339.44142185,162.12584224333332,326.5688298,139.5995351
GSM86933,1,439.1360889,19.504676696666664,64.029683055,102.05322293666666,316.3138331,258.784639846,116.3671985,323.4411174,118.64949737333332,405.687761,181.5948446
GSM86934,1,560.4520272,10.173777642,88.37812216500001,97.02506388,262.3984405,242.51446648319998,48.92274826,297.9844574,157.01096865000002,370.3563287,200.3203649
GSM86935,1,480.5974621,6.494479334,84.10598252499999,88.77948203,306.0202753,210.67476837979999,82.10347429,309.3246455,156.4407924,344.6234045,171.3934157
GSM86936,0,328.3678714,8.533220604666665,76.620263585,89.95851229,273.3052343,214.3304662354,148.8040935,274.88127455,151.22910879333335,352.9550631,161.9303989
GSM86937,0,526.0326049,10.479627573666667,35.783013440000005,108.24264590666667,347.4596215,223.4335306922,21.74749171,247.22644280000003,118.79243578666666,351.8669491,170.1194698
GSM86938,0,589.8945464,9.846957758333334,94.19060559,77.07874019766668,248.0836145,251.43090369280003,76.56687594,292.82627460000003,141.74471643333334,337.4935176,135.4094882
GSM86939,0,499.2361076,7.523588025666666,123.099918995,70.09514964666667,290.3701406,238.24730209980004,98.70917506,270.65312495,159.70537556,304.132589,187.165118
GSM86940,0,542.7366148,5.6071476559999995,294.89888044,55.87045079233334,302.6009382,214.9963324866,396.8846207,281.2126189,163.40659238333333,372.2191463,187.0489471
GSM86941,1,509.4997452,9.663068839,35.6501120305,86.36564541333333,314.7206473,223.1066434704,38.69801225,285.65450545,121.69323292,364.6457308,139.0361315
GSM86942,1,447.4460682,3.7814386033333336,126.64614766999999,64.454987851,254.9932803,223.95903568139997,145.2679612,299.0453832,123.28637957333335,354.4143003,158.0872288
GSM86943,1,547.1397152,6.514874704333333,215.771405048,89.71397514,344.6832541,225.6776502674,182.5535605,287.51889775,145.33672839666667,380.3180268,130.1690226
GSM86944,1,410.3243703,16.057180836666664,161.13479476,117.05202058666667,345.0115965,209.7748250178,123.8885358,299.53304205,122.30414879666667,337.883368,143.0509527
GSM86945,1,472.1698238,9.963764475333333,106.06666390500001,98.96853543000002,270.2617745,178.79492949260003,98.97241769,304.3518712,100.36989249333334,265.2786313,163.4859361
GSM86946,1,380.067955,9.842169514666667,190.17761575,92.78688906666667,291.6666529,214.1705769788,183.8328133,314.7402758,151.98913148,294.9519453,193.2444154
GSM86947,1,448.3562678,11.023827756000001,52.854898946999995,117.36393099000001,314.6621334,206.6753100558,20.79763812,300.0749293,157.89691951333333,346.9119097,178.498265
GSM86948,1,334.1053648,14.538946194666666,80.574804695,67.81000228,336.9379325,265.56151518800004,87.8736513,349.32133865,135.77536974333333,333.4790012,177.9883915
GSM86949,1,536.5578134,8.991962875666667,192.49257977,72.03434283833333,537.6359537,160.3133954906,135.6495659,253.7817301,154.96475088,357.0090451,157.0734996
GSM86950,0,487.3830153,8.229398910333334,124.18613203000001,80.7654704,381.4573197,198.49213898680003,94.10891809,331.79729995,148.74565418333336,310.0330282,159.2583229
GSM86951,0,580.1578956,8.504604458000001,169.74688308999998,87.05408133666667,429.0256231,181.7789543744,201.9564001,285.06459665,150.40184132333331,377.6014944,155.8046581
GSM86952,0,410.4107702,8.399589923333332,29.803052115,77.49573456666666,468.1515766,183.28290804600005,31.13086655,282.60093325,103.69338447333332,301.8834985,182.4871381
GSM86953,0,478.7657908,4.400125869666667,129.97515671899998,91.98107918366667,443.7385847,165.2089093944,101.4822144,278.3775306,140.76072116333333,320.3670778,178.1501002
GSM86954,0,361.1967519,9.283714733666667,39.41727223,88.57130119066666,367.5336855,195.50192614940002,67.35859692,243.40322425,167.80067118333332,291.5687777,163.0792656
GSM86955,0,442.6717838,9.990900234,51.681667690000005,116.05675263666667,362.9816789,212.5700383488,56.90315669,279.63505245,149.96804303333334,334.67056,177.8249142
GSM86956,0,468.9876042,7.681245172000001,31.791446293,99.207149921,313.3847784,228.77289994100002,37.23688337,264.60588365,155.09459491666667,385.0105129,148.7768771
GSM86957,0,445.3451525,6.801085241999999,47.652212878,99.10336041666666,403.3291971,205.9811403096,65.84128407,265.53319475,176.37422713333333,349.9334326,180.1245046
