Sample_ID,Huntingtons_Disease,PPP1CC,IGF2BP3,CEBPD,YTHDC2,FTO,YTHDC1,CEBPB,YTHDF2,METTL16,YTHDF1,YTHDF3
GSM86958,0,456.7420571,6.260947435333333,29.100852717000002,99.01443031666668,319.3979587,204.19312403240002,68.30047414,287.20408525,174.66164191666667,333.9825196,178.7232535
GSM86959,0,495.0758883,5.675074204,42.7416647,91.35820044,351.2720872,226.4130606964,67.00325675,243.6272042,148.97470897666668,342.9102623,141.6094406
GSM86960,0,417.094659,9.051512426333334,269.587202855,90.25211854333334,392.0271077,188.9422095832,206.8979585,265.9390594,151.99233877999998,273.281461,139.3418319
GSM86961,0,490.7963239,11.151486074666666,132.065796705,86.42360179,343.0858856,209.0720177622,99.42337262,204.479716,146.23490854,319.3523628,164.8767946
GSM86962,0,514.3859461,10.867062910666668,37.651547005,75.40020336333333,329.3874504,205.02452249139998,47.11534773,264.67086985000003,196.47607901666666,298.373043,158.5691875
GSM86963,0,539.2428065,4.879731610666666,49.347855725,98.45603297666666,342.8060874,238.80122835879996,50.89518411,281.84082620000004,137.50304069333333,334.0942523,155.668189
GSM86964,0,471.4701381,5.837624995,159.76597039,109.31161197666665,314.2444261,234.52705788699996,133.7284253,273.34951315,140.06321374333334,403.4410483,186.4133307
GSM86965,0,468.3148428,10.845386099333334,104.58553757,101.62273167000001,320.1666909,211.61587119860002,122.2796633,265.42440615,176.5646773,371.5717217,144.6688138
GSM86966,0,457.5482715,10.044820934333332,87.647634135,91.43918561,472.3255956,236.4989094312,125.6295406,236.96071545,165.59401604,342.6792494,144.2097403
GSM86967,0,492.0840506,15.813974995666667,431.76790488999995,84.86308140333334,393.5641061,216.62922290440005,372.2165933,243.59246115,157.40916779666668,384.8071287,189.814006
GSM86968,0,306.0593888,8.601832722666666,138.22687349,76.58304610466666,456.8771842,192.2465127412,110.332241,309.3676353,157.81056709666666,349.1731292,181.488614
GSM86969,1,636.6683626,5.280757127333334,206.172348985,128.47574992666668,393.1853416,237.40480983899997,194.8850039,234.77488599999998,131.31346109333333,274.3065102,151.3278247
GSM86970,1,424.7256222,8.894561492666666,245.05476587,81.74721613666667,287.2822691,191.4990865334,165.284348,265.8889456,137.84446674333333,368.3742293,203.7649744
GSM86971,1,420.2467042,11.028863928666667,197.43135999,75.44289018,330.6500299,217.59077714260002,179.3969242,243.7860696,158.55538431333335,474.3172733,200.3929749
GSM86972,1,478.6647496,8.032471933333335,75.123003985,96.53003190666668,358.2236656,225.66501790699994,86.24172549,207.39641039999998,141.3072115,432.4065778,211.0120621
GSM86973,1,310.3518513,10.561260083,21.841336308499997,105.63526936666666,346.7040117,249.075490684,29.58156217,200.8370013,175.16037003666668,375.4521044,174.0949396
GSM86974,1,407.3911023,8.791672986,133.97656973,106.27598583966666,404.6181162,255.471720855,111.5795869,245.3496116,176.58620777,413.5100281,174.0112229
GSM86975,1,628.1789624,6.926091203333333,196.62673689,84.91651201,403.6836083,229.26018816399997,183.1653547,283.8622639,136.82929047000002,465.0486671,173.654305
GSM86976,1,578.1647579,7.828792979666667,177.69094475999998,97.55108289333333,356.3737758,223.91022390199996,150.7954365,241.32129580000003,149.47062245666666,366.4880654,169.8050637
GSM86977,1,289.5666418,13.1438323,143.71598844500002,116.21496669666668,459.1681045,215.86618979580004,138.3570192,252.15277805,175.9363154066667,295.3333166,205.9129307
GSM86978,1,537.6499437,11.62361132,24.661324285,117.47216498666667,354.8011267,210.4968252716,34.43752502,246.0933282,180.27452979,317.3757839,144.3711591
GSM86979,1,474.0855344,9.056256999333334,133.29598528,88.97943058,357.7976562,256.41301671639997,100.1926031,246.79630935,192.34895593666667,373.1805609,152.532485
GSM86980,1,430.9844149,11.983307913333334,243.01370427499998,85.96877480666667,301.0804517,234.05400642620003,309.7066326,229.56997075,146.90839799333332,356.1741678,228.7302891
GSM86981,1,560.15891,6.742456219,118.732476505,89.36497311533333,381.7798209,237.14757520540002,127.3114842,324.54931285,156.53735064333333,518.8254589,182.2111904
GSM86982,1,581.2301805,7.9490681966666665,71.65798542,77.37237991333332,243.554789,211.5364277218,179.2329531,247.4261306,144.75340323666668,456.3966049,188.5916092
GSM86983,1,302.1151943,10.801530050000002,50.726437395000005,85.95219487333334,248.4531393,214.4167869134,33.73601139,291.4701828,165.14696838666666,394.0183087,187.3331716
GSM86984,1,539.1038928,13.323849843333335,45.919749925000005,91.45772509,376.80074,203.4580035852,68.09124482,314.02496505,167.42619209,331.021805,152.5598112
GSM86985,1,553.8971828,9.388633399,185.060190385,74.23685276333333,382.2680991,234.78907685819996,206.0493488,252.4874601,143.44376874,415.498314,168.6926877
GSM86986,1,547.6675511,6.307896455333334,158.1109854,78.17827821333333,330.0504804,233.37903887820002,146.7338276,224.46347635,147.29245442,356.6526228,178.6766711
GSM86987,1,489.9604664,4.0208364539999994,42.412992965,83.13038464666667,354.1351723,201.95224070260002,64.37631563,266.7942925,141.51219822,329.3020315,167.7111662
GSM86988,1,,,,,,12.706289724666666,,284.9373301,183.9286276,,
GSM86989,1,,,,,,24.231684055333332,,351.3688987,215.19243970000002,,
